source,destination,distance_km,travel_time_minutes,alt_distance_km,alt_travel_time_minutes,time_of_day,stop1,stop1_traffic,stop1_alt_route,stop1_weather,stop1_road_condition,stop1_passenger_demand_in,stop1_passenger_demand_out,stop2,stop2_traffic,stop2_alt_route,stop2_weather,stop2_road_condition,stop2_passenger_demand_in,stop2_passenger_demand_out,stop3,stop3_traffic,stop3_alt_route,stop3_weather,stop3_road_condition,stop3_passenger_demand_in,stop3_passenger_demand_out,stop4,stop4_traffic,stop4_alt_route,stop4_weather,stop4_road_condition,stop4_passenger_demand_in,stop4_passenger_demand_out,stop5,stop5_traffic,stop5_alt_route,stop5_weather,stop5_road_condition,stop5_passenger_demand_in,stop5_passenger_demand_out,stop6,stop6_traffic,stop6_alt_route,stop6_weather,stop6_road_condition,stop6_passenger_demand_in,stop6_passenger_demand_out,stop7,stop7_traffic,stop7_alt_route,stop7_weather,stop7_road_condition,stop7_passenger_demand_in,stop7_passenger_demand_out,stop8,stop8_traffic,stop8_alt_route,stop8_weather,stop8_road_condition,stop8_passenger_demand_in,stop8_passenger_demand_out,stop9,stop9_traffic,stop9_alt_route,stop9_weather,stop9_road_condition,stop9_passenger_demand_in,stop9_passenger_demand_out,stop10,stop10_traffic,stop10_alt_route,stop10_weather,stop10_road_condition,stop10_passenger_demand_in,stop10_passenger_demand_out,stop11,stop11_traffic,stop11_alt_route,stop11_weather,stop11_road_condition,stop11_passenger_demand_in,stop11_passenger_demand_out,stop12,stop12_traffic,stop12_alt_route,stop12_weather,stop12_road_condition,stop12_passenger_demand_in,stop12_passenger_demand_out
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.617478116956143,63,29.187054444497853,73,09:33,Jaitpur Crossing,Low,False,Foggy,Poor,14,6,Lal Kuan,High,False,Clear,Moderate,26,28,Okhla Phase 1,Low,True,Clear,Moderate,33,21,Govind Puri Metro Station,High,False,Clear,Poor,46,26,Nehru Place Terminal,Low,True,Clear,Poor,50,26,Panchsheel Enclave,Moderate,False,Cloudy,Poor,17,34,IIT Gate,High,False,Rainy,Poor,0,26,Munirka DDA Flats,Low,False,Cloudy,Moderate,20,15,Vasant Vihar,High,False,Clear,Poor,20,36,Palam Airport / IGI Airport T111,Moderate,False,Clear,Good,32,41,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Poor,42,42,Dwarka Sec-6 Telephone Exchange,High,True,Cloudy,Poor,21,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.19984595857177,59,27.1541027894678,64,04:58,Jaitpur Crossing,Moderate,False,Clear,Good,41,3,Lal Kuan,Low,False,Rainy,Poor,29,38,Okhla Phase 1,Low,True,Cloudy,Moderate,41,18,Govind Puri Metro Station,Moderate,True,Cloudy,Poor,21,45,Nehru Place Terminal,Moderate,False,Rainy,Poor,6,30,Panchsheel Enclave,Low,False,Foggy,Good,4,6,IIT Gate,Low,False,Cloudy,Moderate,4,28,Munirka DDA Flats,High,True,Rainy,Poor,41,39,Vasant Vihar,High,True,Cloudy,Good,41,15,Palam Airport / IGI Airport T111,High,True,Foggy,Poor,28,38,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Moderate,34,21,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Poor,50,37
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.33316632970729,64,34.77190735743636,82,19:54,Jaitpur Crossing,High,False,Clear,Good,10,42,Lal Kuan,Moderate,True,Rainy,Moderate,39,39,Okhla Phase 1,Moderate,True,Clear,Moderate,28,29,Govind Puri Metro Station,Moderate,True,Rainy,Moderate,48,15,Nehru Place Terminal,Low,True,Clear,Moderate,47,34,Panchsheel Enclave,Moderate,False,Clear,Good,12,19,IIT Gate,Moderate,False,Clear,Good,7,26,Munirka DDA Flats,High,True,Clear,Moderate,21,42,Vasant Vihar,High,False,Rainy,Moderate,34,11,Palam Airport / IGI Airport T111,Low,False,Rainy,Poor,14,19,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Poor,37,7,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Poor,20,38
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.726030720278253,84,34.88335797553616,67,23:25,Jaitpur Crossing,High,False,Cloudy,Good,9,43,Lal Kuan,High,False,Clear,Moderate,50,37,Okhla Phase 1,Low,True,Foggy,Moderate,20,18,Govind Puri Metro Station,Low,True,Clear,Moderate,2,31,Nehru Place Terminal,High,False,Rainy,Moderate,18,39,Panchsheel Enclave,Moderate,False,Foggy,Good,22,44,IIT Gate,Moderate,True,Rainy,Good,28,6,Munirka DDA Flats,High,False,Cloudy,Good,34,48,Vasant Vihar,Moderate,True,Clear,Poor,47,42,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Moderate,16,0,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Rainy,Poor,2,5,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,27,27
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.154330543607173,88,31.69975804494999,57,15:51,Jaitpur Crossing,Moderate,True,Clear,Poor,5,5,Lal Kuan,Moderate,True,Cloudy,Poor,28,27,Okhla Phase 1,Moderate,False,Cloudy,Moderate,41,20,Govind Puri Metro Station,High,True,Rainy,Poor,34,14,Nehru Place Terminal,Moderate,True,Clear,Good,21,38,Panchsheel Enclave,Low,False,Foggy,Moderate,15,10,IIT Gate,Low,True,Foggy,Good,31,31,Munirka DDA Flats,Low,True,Rainy,Moderate,43,12,Vasant Vihar,Low,True,Clear,Moderate,26,46,Palam Airport / IGI Airport T111,Low,False,Rainy,Good,2,27,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Poor,5,29,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Good,40,1
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.427372987725462,79,28.837962976759993,86,10:11,Jaitpur Crossing,Low,False,Clear,Good,5,5,Lal Kuan,Low,True,Cloudy,Poor,21,43,Okhla Phase 1,Moderate,False,Clear,Poor,8,26,Govind Puri Metro Station,Moderate,False,Rainy,Moderate,33,41,Nehru Place Terminal,Low,True,Clear,Moderate,48,3,Panchsheel Enclave,Moderate,True,Cloudy,Poor,6,42,IIT Gate,Moderate,False,Cloudy,Good,4,47,Munirka DDA Flats,Moderate,False,Foggy,Moderate,43,10,Vasant Vihar,High,True,Rainy,Moderate,43,8,Palam Airport / IGI Airport T111,High,True,Rainy,Good,13,29,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Foggy,Poor,41,9,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Good,6,32
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.57506578186513,50,28.06823356052293,90,16:21,Jaitpur Crossing,Moderate,False,Rainy,Good,0,36,Lal Kuan,High,True,Rainy,Moderate,20,49,Okhla Phase 1,Low,False,Rainy,Moderate,18,36,Govind Puri Metro Station,Low,True,Foggy,Good,50,0,Nehru Place Terminal,Moderate,False,Foggy,Moderate,8,50,Panchsheel Enclave,Moderate,True,Clear,Poor,9,14,IIT Gate,Low,False,Clear,Good,38,27,Munirka DDA Flats,Moderate,True,Clear,Good,27,36,Vasant Vihar,Moderate,False,Foggy,Moderate,39,40,Palam Airport / IGI Airport T111,Low,False,Cloudy,Moderate,19,47,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Cloudy,Good,14,19,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Moderate,7,49
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.25862993822903,58,33.30314624574132,88,02:27,Jaitpur Crossing,Low,False,Foggy,Moderate,49,43,Lal Kuan,Low,False,Rainy,Poor,27,11,Okhla Phase 1,Low,True,Foggy,Good,25,41,Govind Puri Metro Station,Moderate,True,Rainy,Poor,33,20,Nehru Place Terminal,Moderate,True,Clear,Good,24,33,Panchsheel Enclave,Moderate,True,Rainy,Moderate,27,14,IIT Gate,Moderate,True,Rainy,Poor,29,31,Munirka DDA Flats,Moderate,True,Clear,Moderate,20,1,Vasant Vihar,Low,False,Cloudy,Good,3,4,Palam Airport / IGI Airport T111,High,False,Rainy,Poor,1,22,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Clear,Moderate,38,34,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Good,33,36
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,32.492740777945635,54,30.654636287355423,77,16:11,Jaitpur Crossing,Moderate,True,Rainy,Moderate,47,17,Lal Kuan,Low,False,Cloudy,Good,47,41,Okhla Phase 1,High,False,Foggy,Moderate,4,46,Govind Puri Metro Station,Moderate,False,Foggy,Good,42,36,Nehru Place Terminal,Low,True,Rainy,Moderate,5,32,Panchsheel Enclave,Moderate,True,Foggy,Moderate,45,39,IIT Gate,High,False,Rainy,Good,18,20,Munirka DDA Flats,Moderate,True,Foggy,Poor,26,42,Vasant Vihar,High,False,Clear,Good,33,30,Palam Airport / IGI Airport T111,Low,True,Cloudy,Good,50,11,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Moderate,21,20,Dwarka Sec-6 Telephone Exchange,Moderate,True,Clear,Moderate,24,34
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.924839414946057,55,27.81608274539755,78,15:30,Jaitpur Crossing,High,False,Cloudy,Good,40,15,Lal Kuan,Low,False,Rainy,Poor,45,21,Okhla Phase 1,High,True,Clear,Poor,38,8,Govind Puri Metro Station,Moderate,True,Foggy,Moderate,43,8,Nehru Place Terminal,Low,True,Clear,Poor,20,0,Panchsheel Enclave,High,True,Rainy,Good,21,6,IIT Gate,Moderate,True,Cloudy,Good,25,15,Munirka DDA Flats,Low,True,Clear,Poor,29,46,Vasant Vihar,Moderate,False,Foggy,Moderate,40,41,Palam Airport / IGI Airport T111,Low,True,Rainy,Poor,16,14,Dwarka Crossing / Maharaja Agrasen Chowk,High,True,Clear,Good,46,45,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Poor,32,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.784881157062546,54,27.387061869813728,66,00:39,Jaitpur Crossing,Low,True,Clear,Good,48,42,Lal Kuan,High,False,Foggy,Good,24,39,Okhla Phase 1,Moderate,False,Cloudy,Good,18,12,Govind Puri Metro Station,Low,True,Foggy,Moderate,15,2,Nehru Place Terminal,Low,True,Rainy,Moderate,20,1,Panchsheel Enclave,High,True,Clear,Poor,50,41,IIT Gate,Moderate,False,Rainy,Moderate,31,21,Munirka DDA Flats,Low,True,Foggy,Good,7,2,Vasant Vihar,High,False,Rainy,Poor,44,38,Palam Airport / IGI Airport T111,Low,False,Foggy,Poor,14,16,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Poor,12,0,Dwarka Sec-6 Telephone Exchange,Moderate,False,Rainy,Good,26,42
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.69459143789122,81,25.188552894345495,80,16:09,Jaitpur Crossing,Moderate,False,Cloudy,Good,1,7,Lal Kuan,High,False,Rainy,Moderate,36,12,Okhla Phase 1,High,False,Cloudy,Good,29,44,Govind Puri Metro Station,High,True,Clear,Moderate,6,15,Nehru Place Terminal,High,True,Clear,Good,13,11,Panchsheel Enclave,Low,True,Foggy,Good,16,18,IIT Gate,Moderate,True,Foggy,Poor,16,50,Munirka DDA Flats,High,False,Cloudy,Moderate,3,6,Vasant Vihar,High,True,Foggy,Good,20,23,Palam Airport / IGI Airport T111,High,False,Cloudy,Good,19,23,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Cloudy,Poor,44,4,Dwarka Sec-6 Telephone Exchange,Moderate,False,Clear,Moderate,12,12
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.85443671484853,78,26.344520295253663,74,11:36,Jaitpur Crossing,Low,True,Foggy,Good,38,17,Lal Kuan,High,True,Clear,Good,47,27,Okhla Phase 1,Low,False,Rainy,Moderate,40,31,Govind Puri Metro Station,Low,False,Clear,Good,33,12,Nehru Place Terminal,High,True,Rainy,Moderate,49,50,Panchsheel Enclave,Moderate,False,Cloudy,Poor,23,31,IIT Gate,Low,False,Rainy,Poor,29,47,Munirka DDA Flats,High,False,Clear,Moderate,38,42,Vasant Vihar,Low,False,Clear,Poor,22,11,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,32,37,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Moderate,15,40,Dwarka Sec-6 Telephone Exchange,High,False,Cloudy,Moderate,20,25
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.225927719160072,88,33.294241766758944,74,23:37,Jaitpur Crossing,High,False,Foggy,Poor,43,4,Lal Kuan,Low,False,Rainy,Poor,17,30,Okhla Phase 1,High,False,Rainy,Good,33,12,Govind Puri Metro Station,High,False,Clear,Moderate,30,38,Nehru Place Terminal,Low,False,Cloudy,Poor,20,5,Panchsheel Enclave,Moderate,True,Cloudy,Moderate,22,5,IIT Gate,High,False,Rainy,Moderate,11,5,Munirka DDA Flats,Moderate,False,Foggy,Good,34,24,Vasant Vihar,Low,False,Rainy,Good,1,12,Palam Airport / IGI Airport T111,Moderate,True,Rainy,Poor,1,31,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Good,32,14,Dwarka Sec-6 Telephone Exchange,High,True,Rainy,Moderate,27,2
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.86941588853628,58,25.484244520284093,79,17:17,Jaitpur Crossing,Low,False,Rainy,Good,28,35,Lal Kuan,High,False,Cloudy,Good,17,34,Okhla Phase 1,High,False,Cloudy,Good,0,19,Govind Puri Metro Station,Moderate,True,Rainy,Good,46,10,Nehru Place Terminal,Moderate,True,Foggy,Poor,48,20,Panchsheel Enclave,Low,False,Clear,Good,17,38,IIT Gate,Low,True,Rainy,Poor,40,47,Munirka DDA Flats,Low,False,Rainy,Good,37,4,Vasant Vihar,Low,False,Rainy,Good,7,30,Palam Airport / IGI Airport T111,Low,False,Foggy,Moderate,24,39,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Good,30,12,Dwarka Sec-6 Telephone Exchange,Moderate,True,Cloudy,Poor,41,47
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.590866945355575,52,26.54896657114221,64,08:52,Jaitpur Crossing,High,False,Clear,Moderate,35,50,Lal Kuan,High,False,Rainy,Moderate,49,46,Okhla Phase 1,Moderate,False,Cloudy,Moderate,39,42,Govind Puri Metro Station,High,False,Rainy,Good,16,39,Nehru Place Terminal,Low,False,Cloudy,Poor,44,42,Panchsheel Enclave,Moderate,True,Foggy,Poor,21,45,IIT Gate,Low,True,Cloudy,Good,43,13,Munirka DDA Flats,Moderate,False,Rainy,Good,34,0,Vasant Vihar,High,False,Foggy,Good,22,38,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Good,11,38,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Clear,Moderate,4,8,Dwarka Sec-6 Telephone Exchange,Moderate,False,Foggy,Moderate,22,50
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.71648009119442,81,30.844264094439335,86,12:12,Jaitpur Crossing,Moderate,True,Cloudy,Good,1,49,Lal Kuan,High,True,Clear,Good,40,43,Okhla Phase 1,High,False,Cloudy,Poor,40,7,Govind Puri Metro Station,Moderate,False,Rainy,Moderate,7,37,Nehru Place Terminal,High,True,Cloudy,Good,13,34,Panchsheel Enclave,High,True,Foggy,Poor,16,22,IIT Gate,High,False,Foggy,Good,36,18,Munirka DDA Flats,High,True,Cloudy,Poor,16,15,Vasant Vihar,Low,True,Rainy,Good,49,0,Palam Airport / IGI Airport T111,Moderate,True,Foggy,Moderate,2,21,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Foggy,Poor,14,6,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Moderate,9,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,28.765538807118652,85,31.137803164142255,74,05:38,Jaitpur Crossing,Low,False,Foggy,Poor,20,10,Lal Kuan,Low,False,Cloudy,Moderate,22,6,Okhla Phase 1,Low,True,Cloudy,Moderate,36,5,Govind Puri Metro Station,Moderate,False,Rainy,Moderate,4,29,Nehru Place Terminal,Moderate,False,Clear,Poor,44,48,Panchsheel Enclave,Moderate,True,Clear,Moderate,49,49,IIT Gate,Low,False,Foggy,Moderate,39,3,Munirka DDA Flats,Moderate,True,Clear,Good,28,7,Vasant Vihar,High,False,Rainy,Moderate,7,48,Palam Airport / IGI Airport T111,Moderate,True,Cloudy,Good,32,48,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Good,27,46,Dwarka Sec-6 Telephone Exchange,High,False,Clear,Poor,45,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,34.04990657916085,67,26.48085839776317,55,15:48,Jaitpur Crossing,Low,True,Clear,Moderate,40,25,Lal Kuan,Low,True,Clear,Moderate,50,29,Okhla Phase 1,High,False,Foggy,Poor,26,49,Govind Puri Metro Station,Moderate,False,Cloudy,Poor,7,40,Nehru Place Terminal,Moderate,True,Rainy,Moderate,35,29,Panchsheel Enclave,Moderate,True,Cloudy,Poor,4,43,IIT Gate,Low,False,Foggy,Good,42,8,Munirka DDA Flats,Low,True,Clear,Good,45,0,Vasant Vihar,High,False,Rainy,Good,7,18,Palam Airport / IGI Airport T111,Moderate,True,Clear,Good,31,25,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,True,Rainy,Poor,32,38,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Moderate,1,10
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,30.778507109010675,64,25.8968488044288,52,15:01,Jaitpur Crossing,Low,False,Rainy,Poor,38,0,Lal Kuan,Moderate,True,Foggy,Poor,23,11,Okhla Phase 1,Moderate,False,Foggy,Poor,33,21,Govind Puri Metro Station,Low,False,Cloudy,Good,8,38,Nehru Place Terminal,High,False,Cloudy,Moderate,21,22,Panchsheel Enclave,High,True,Rainy,Good,34,43,IIT Gate,Low,True,Foggy,Good,32,4,Munirka DDA Flats,High,False,Foggy,Good,28,6,Vasant Vihar,High,False,Rainy,Good,11,29,Palam Airport / IGI Airport T111,High,True,Rainy,Good,50,6,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Cloudy,Good,6,2,Dwarka Sec-6 Telephone Exchange,Low,False,Cloudy,Good,49,19
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,25.997885713798006,86,26.515874406944658,81,12:56,Jaitpur Crossing,Low,False,Rainy,Poor,39,31,Lal Kuan,Low,True,Cloudy,Good,9,36,Okhla Phase 1,High,True,Cloudy,Good,9,38,Govind Puri Metro Station,High,False,Rainy,Poor,25,45,Nehru Place Terminal,Moderate,False,Cloudy,Moderate,50,42,Panchsheel Enclave,Low,False,Cloudy,Good,6,20,IIT Gate,Low,False,Rainy,Good,24,38,Munirka DDA Flats,Moderate,False,Cloudy,Poor,9,16,Vasant Vihar,High,True,Clear,Moderate,50,35,Palam Airport / IGI Airport T111,High,True,Foggy,Moderate,0,12,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Moderate,42,21,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Good,2,41
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.47524879760212,70,31.252959879619752,60,23:05,Jaitpur Crossing,Moderate,False,Rainy,Good,41,26,Lal Kuan,High,True,Rainy,Moderate,43,30,Okhla Phase 1,Moderate,False,Cloudy,Good,41,8,Govind Puri Metro Station,Low,False,Foggy,Poor,25,48,Nehru Place Terminal,High,False,Clear,Poor,39,23,Panchsheel Enclave,High,True,Clear,Moderate,41,17,IIT Gate,High,False,Cloudy,Good,24,15,Munirka DDA Flats,Moderate,False,Rainy,Moderate,13,37,Vasant Vihar,High,True,Foggy,Moderate,38,49,Palam Airport / IGI Airport T111,High,False,Rainy,Poor,7,45,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Moderate,26,9,Dwarka Sec-6 Telephone Exchange,Low,False,Rainy,Poor,44,19
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,29.001741097811205,64,31.63417038644738,68,23:39,Jaitpur Crossing,Low,True,Rainy,Good,41,11,Lal Kuan,Low,False,Cloudy,Good,8,45,Okhla Phase 1,Low,False,Foggy,Good,34,45,Govind Puri Metro Station,High,False,Clear,Poor,34,30,Nehru Place Terminal,Low,False,Clear,Poor,0,32,Panchsheel Enclave,Low,False,Rainy,Poor,22,46,IIT Gate,Moderate,False,Clear,Good,6,39,Munirka DDA Flats,Low,True,Rainy,Moderate,50,6,Vasant Vihar,High,True,Clear,Moderate,24,39,Palam Airport / IGI Airport T111,Low,True,Rainy,Good,42,46,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Rainy,Moderate,36,49,Dwarka Sec-6 Telephone Exchange,High,True,Foggy,Good,14,47
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.76049197357458,72,31.33776783840296,80,02:56,Jaitpur Crossing,Moderate,True,Clear,Good,15,22,Lal Kuan,Low,False,Rainy,Poor,23,35,Okhla Phase 1,Moderate,False,Rainy,Good,28,29,Govind Puri Metro Station,High,True,Rainy,Moderate,24,4,Nehru Place Terminal,High,True,Foggy,Poor,32,19,Panchsheel Enclave,Moderate,False,Foggy,Moderate,45,31,IIT Gate,Moderate,True,Foggy,Good,40,45,Munirka DDA Flats,Low,False,Foggy,Moderate,50,2,Vasant Vihar,Moderate,False,Rainy,Poor,7,32,Palam Airport / IGI Airport T111,Low,False,Foggy,Poor,7,16,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Poor,1,41,Dwarka Sec-6 Telephone Exchange,Low,True,Foggy,Moderate,26,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.007007867263585,64,34.752122798176124,60,18:05,Jaitpur Crossing,High,True,Rainy,Poor,46,30,Lal Kuan,Low,False,Cloudy,Poor,24,30,Okhla Phase 1,Low,True,Foggy,Poor,7,13,Govind Puri Metro Station,High,False,Rainy,Poor,41,5,Nehru Place Terminal,Low,False,Foggy,Moderate,35,27,Panchsheel Enclave,High,True,Cloudy,Good,32,37,IIT Gate,High,True,Cloudy,Moderate,12,31,Munirka DDA Flats,High,True,Rainy,Poor,6,3,Vasant Vihar,Low,False,Cloudy,Poor,11,8,Palam Airport / IGI Airport T111,High,False,Rainy,Poor,15,6,Dwarka Crossing / Maharaja Agrasen Chowk,High,False,Clear,Moderate,22,45,Dwarka Sec-6 Telephone Exchange,Low,False,Foggy,Good,12,35
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,27.4777495736559,81,31.46399009258051,50,06:42,Jaitpur Crossing,Low,True,Foggy,Poor,6,7,Lal Kuan,Low,False,Foggy,Good,5,39,Okhla Phase 1,Moderate,True,Foggy,Moderate,7,33,Govind Puri Metro Station,Low,False,Foggy,Good,37,0,Nehru Place Terminal,Low,True,Clear,Good,1,47,Panchsheel Enclave,Moderate,True,Clear,Moderate,1,13,IIT Gate,High,True,Cloudy,Moderate,17,29,Munirka DDA Flats,Low,False,Foggy,Good,45,36,Vasant Vihar,High,True,Foggy,Moderate,1,27,Palam Airport / IGI Airport T111,Low,False,Clear,Good,10,47,Dwarka Crossing / Maharaja Agrasen Chowk,Low,False,Foggy,Poor,1,19,Dwarka Sec-6 Telephone Exchange,Low,True,Rainy,Moderate,17,3
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.98146370007181,57,29.70550193456466,67,10:24,Jaitpur Crossing,Low,True,Cloudy,Good,9,43,Lal Kuan,Moderate,False,Rainy,Good,6,39,Okhla Phase 1,High,True,Clear,Moderate,7,50,Govind Puri Metro Station,High,False,Cloudy,Poor,18,12,Nehru Place Terminal,Low,False,Foggy,Good,15,45,Panchsheel Enclave,Low,True,Clear,Good,26,41,IIT Gate,High,False,Cloudy,Moderate,15,23,Munirka DDA Flats,Moderate,True,Foggy,Poor,31,37,Vasant Vihar,Moderate,True,Clear,Moderate,18,19,Palam Airport / IGI Airport T111,High,True,Rainy,Poor,11,4,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Clear,Poor,0,24,Dwarka Sec-6 Telephone Exchange,Moderate,False,Cloudy,Moderate,15,17
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,26.04397793638474,57,34.94600844252547,68,18:43,Jaitpur Crossing,High,True,Clear,Poor,44,1,Lal Kuan,Moderate,True,Clear,Poor,26,47,Okhla Phase 1,High,False,Clear,Moderate,26,22,Govind Puri Metro Station,High,True,Clear,Poor,17,42,Nehru Place Terminal,Moderate,True,Clear,Poor,41,26,Panchsheel Enclave,High,False,Clear,Poor,17,2,IIT Gate,High,True,Foggy,Moderate,4,20,Munirka DDA Flats,High,True,Cloudy,Poor,2,42,Vasant Vihar,Low,False,Cloudy,Good,14,0,Palam Airport / IGI Airport T111,Low,True,Cloudy,Good,2,19,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Rainy,Good,16,13,Dwarka Sec-6 Telephone Exchange,High,False,Rainy,Good,46,31
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,31.365314822994954,57,29.971840811240835,61,18:08,Jaitpur Crossing,Moderate,False,Cloudy,Moderate,27,4,Lal Kuan,Low,True,Rainy,Good,17,20,Okhla Phase 1,Moderate,True,Rainy,Good,27,14,Govind Puri Metro Station,Moderate,True,Rainy,Moderate,17,43,Nehru Place Terminal,High,False,Rainy,Moderate,20,25,Panchsheel Enclave,High,True,Foggy,Good,3,10,IIT Gate,Low,False,Clear,Poor,45,9,Munirka DDA Flats,High,True,Clear,Poor,25,41,Vasant Vihar,Low,True,Foggy,Moderate,24,12,Palam Airport / IGI Airport T111,High,True,Rainy,Poor,43,20,Dwarka Crossing / Maharaja Agrasen Chowk,Moderate,False,Rainy,Moderate,13,48,Dwarka Sec-6 Telephone Exchange,High,False,Foggy,Good,11,48
Badarpur Border (T),NHAI Building / Dwarka Sec-10 Metro Station,33.97438621700644,56,27.38420203798907,83,15:11,Jaitpur Crossing,High,True,Clear,Moderate,30,4,Lal Kuan,Low,True,Rainy,Moderate,46,50,Okhla Phase 1,Low,False,Rainy,Moderate,39,12,Govind Puri Metro Station,Low,False,Rainy,Moderate,21,25,Nehru Place Terminal,Moderate,False,Foggy,Moderate,13,23,Panchsheel Enclave,High,True,Rainy,Good,13,38,IIT Gate,High,False,Cloudy,Moderate,46,33,Munirka DDA Flats,Moderate,True,Rainy,Poor,13,40,Vasant Vihar,Low,True,Foggy,Poor,42,39,Palam Airport / IGI Airport T111,High,True,Foggy,Poor,31,50,Dwarka Crossing / Maharaja Agrasen Chowk,Low,True,Cloudy,Moderate,1,43,Dwarka Sec-6 Telephone Exchange,Low,False,Clear,Moderate,29,5
